Title,channel,publish_date,url
"Real-World Python Machine Learning Tutorial w/ Scikit Learn (sklearn basics, NLP, classifiers, etc)",Keith Galli,2019-09-30T23:25:19Z,https://www.youtube.com/watch?v=M9Itm95JzL0
Implementing Commonly Used Machine Learning Algorithms using Scikit-Learn,ProgrammingKnowledge,2021-02-12T05:00:10Z,https://www.youtube.com/watch?v=nkP6mxB77e4
"ADS Tutorial: Python, Scikit-learn; algorithms  Naïve Bayes and Neural Networks","Jeremy Yang - Data science, etc.",2018-07-24T15:45:55Z,https://www.youtube.com/watch?v=Nh526ML7BIU
Машинное обучение/Анализ данных/нейронные сети/Статистика/Искусственный интеллект/Математика/Python,SENATOROV.Математика.Machine learning&Data science,2025-04-05T03:49:43Z,https://www.youtube.com/watch?v=fHBQHk7QDVw
Scikit-Learn Tutorial | Machine Learning With Scikit-Learn | Sklearn | Python Tutorial | Simplilearn,Simplilearn,2018-12-07T06:43:39Z,https://www.youtube.com/watch?v=0Lt9w-BxKFQ
Keras with TensorFlow Course - Python Deep Learning and Neural Networks for Beginners Tutorial,freeCodeCamp.org,2020-06-18T14:50:04Z,https://www.youtube.com/watch?v=qFJeN9V1ZsI
What Is Keras? | What Is Keras In Deep Learning | Keras Tutorial For Beginners | Simplilearn,Simplilearn,2021-01-19T15:30:00Z,https://www.youtube.com/watch?v=4Yy4ooOg69s
"Pytorch vs Tensorflow vs Keras | Deep Learning Tutorial 6 (Tensorflow Tutorial, Keras & Python)",codebasics,2020-07-17T12:30:57Z,https://www.youtube.com/watch?v=z-ZR_8BZ1wQ
"Deep Learning with Python, TensorFlow, and Keras tutorial",sentdex,2018-08-11T14:17:31Z,https://www.youtube.com/watch?v=wQ8BIBpya2k
Pytorch vs TensorFlow vs Keras | Which is Better | Deep Learning Frameworks Comparison | Simplilearn,Simplilearn,2021-01-30T13:30:00Z,https://www.youtube.com/watch?v=4L86D_fU6sQ
Deep learning with Python - Chapter 7 -  7.2 - Keras sequential vs functional API,Badri Adhikari,2020-12-10T01:36:58Z,https://www.youtube.com/watch?v=EvGS3VAsG4Y
What is Keras? | Deep Learning | 2022,Sayan Nath,2022-01-20T13:58:06Z,https://www.youtube.com/watch?v=C7pSWzgPVxY
Getting Started with Keras,Google Cloud Tech,2018-08-14T21:20:35Z,https://www.youtube.com/watch?v=J6Ok8p463C4
What is Keras? | Keras #1,Hello World HD,2018-10-28T14:24:47Z,https://www.youtube.com/watch?v=yMzTrZ3_NIA
"Getting Started With Hugging Face in 15 Minutes | Transformers, Pipeline, Tokenizer, Models",AssemblyAI,2022-04-03T10:07:31Z,https://www.youtube.com/watch?v=QEaBAZQCtwE
What is Hugging Face? (In about a minute),Eye on Tech,2023-10-30T14:24:05Z,https://www.youtube.com/watch?v=jBFFUwL0TyY
What is Hugging Face?,365 Data Science,2024-10-18T08:22:03Z,https://www.youtube.com/watch?v=GLO5FZzfrS0
The Hugging Face Transformers Library | Example Code + Chatbot UI with Gradio,Shaw Talebi,2023-08-10T19:48:23Z,https://www.youtube.com/watch?v=jan07gloaRg
HuggingFace Transformers and Pipeline for Pretrained AI Models,Nicolai Nielsen,2024-10-04T10:48:56Z,https://www.youtube.com/watch?v=wX8cCCOl5fg
The Transformer architecture,HuggingFace,2021-06-14T14:43:59Z,https://www.youtube.com/watch?v=H39Z_720T5s
Hugging Face Transformers: the basics. Practical coding guides SE1E1. NLP Models (BERT/RoBERTa),rupert ai,2021-09-15T16:30:02Z,https://www.youtube.com/watch?v=DQc2Mi7BcuI
LangChain Crash Course | Learn LangChain in 35 minutes | Amit Thinks | 2025,Amit Thinks,2025-04-04T04:47:48Z,https://www.youtube.com/watch?v=kVkcwFMo8gk
Hugging Face 101: Your First Steps Coding with Transformers,Harper Carroll AI,2024-06-22T00:27:11Z,https://www.youtube.com/watch?v=Mji39uWdhLU
JAX in 100 Seconds,Fireship,2024-06-03T18:23:04Z,https://www.youtube.com/watch?v=_0D5lXDjNpw
JAX Tutorial: The Lightning-Fast ML Library For Python,NeuralNine,2025-01-27T17:01:06Z,https://www.youtube.com/watch?v=wq-UsiOkBRU
Machine Learning with JAX - From Zero to Hero | Tutorial #1,Aleksa Gordić - The AI Epiphany,2021-10-31T14:33:33Z,https://www.youtube.com/watch?v=SstuvS-tVc0
What is JAX?,Google Research,2023-01-12T17:00:29Z,https://www.youtube.com/watch?v=uySOfXq-II0
Intro to JAX: Accelerating Machine Learning research,TensorFlow,2021-11-11T19:00:04Z,https://www.youtube.com/watch?v=WdTeDXsOSj4
Who uses JAX?,Google Research,2023-01-26T15:00:06Z,https://www.youtube.com/watch?v=C7FJc9mfS_U
Numpy on the GPU? Speeding up Simple Machine Learning Algorithms with JAX,ifueko,2021-10-27T12:00:28Z,https://www.youtube.com/watch?v=OuyrFujaTE0
"Demo: JAX, Flax and Gemma",Google for Developers,2024-04-02T04:00:01Z,https://www.youtube.com/watch?v=1RcORri2ZJg
"JAX Quickstart (Usage, JIT, Derivatives, and Vectorization)",Nodematic Tutorials,2025-01-28T11:30:26Z,https://www.youtube.com/watch?v=iKHVFUicY54
JAX Crash Course - Accelerating Machine Learning code!,AssemblyAI,2022-06-25T10:13:32Z,https://www.youtube.com/watch?v=juo5G3t4qAo
295 - ONNX – open format for machine learning models​,DigitalSreeni,2023-01-04T08:00:00Z,https://www.youtube.com/watch?v=0t2jOBZSd6s
What is ONNX?,Roboflow,2021-05-03T20:26:27Z,https://www.youtube.com/watch?v=7Y99H9g5FRA
Speed up your Machine Learning Models with ONNX,Nicolai Nielsen,2023-09-17T22:38:42Z,https://www.youtube.com/watch?v=61j_swj1oYg
Run Phi-4 Locally! AI-Powered Image Analysis with ONNX,Bruno Capuano,2025-03-04T22:44:58Z,https://www.youtube.com/watch?v=XGAQF7kL0FA
What is ONNX Runtime (ORT)?,ONNX Runtime,2022-01-07T17:43:49Z,https://www.youtube.com/watch?v=M4o4YRVba4o
Accelerating Machine Learning with ONNX Runtime and Hugging Face,ONNX,2022-07-13T16:52:06Z,https://www.youtube.com/watch?v=9H7biU4eLZY
Deploy AI Models on ESP32-P4 with ONNX & Quantization!,Elektor TV,2025-02-06T18:15:00Z,https://www.youtube.com/watch?v=1vproRDCVJU
F8: ONNX: Creating A More Open AI Ecosystem,Meta Developers,2019-02-20T18:04:17Z,https://www.youtube.com/watch?v=Mvnn_Iy29es
"Detecting objects with the ONNX Runtime, Azure and a Raspberry Pi",Microsoft Developer,2023-01-27T21:39:29Z,https://www.youtube.com/watch?v=hN10xr543Jg
ONNX and ONNX Runtime,Microsoft Research,2019-12-06T18:29:13Z,https://www.youtube.com/watch?v=Ij5MoUnLQ0E
How to evaluate ML models | Evaluation metrics for machine learning,AssemblyAI,2022-01-24T22:37:18Z,https://www.youtube.com/watch?v=LbX4X71-TFI
Machine Learning Evaluation,Computational Thinking,2022-11-24T11:26:57Z,https://www.youtube.com/watch?v=txcnZAIyyeg
Evaluating Machine Learning Models,ritvikmath,2019-02-04T04:16:33Z,https://www.youtube.com/watch?v=FeKSQy5t_TI
Model Evaluation in Machine learning,Learn Code School,2019-06-19T16:15:17Z,https://www.youtube.com/watch?v=mQBdX7B32Kk
Maria Khalusova: Machine Learning Model Evaluation Metrics | PyData LA 2019,PyData,2019-12-30T04:04:15Z,https://www.youtube.com/watch?v=PeYQIyOyKB8
6.9. Model Evaluation in Machine Learning | Accuracy score | Mean Squared Error,Siddhardhan,2021-07-30T12:00:31Z,https://www.youtube.com/watch?v=qS78U0ErvN8
Evaluation Metrics for Machine Learning Models | Full Course,Analytics Vidhya,2023-02-15T12:30:25Z,https://www.youtube.com/watch?v=lt1YxJ_8Jzs
How to Evaluate Your ML Models Effectively? | Evaluation Metrics in Machine Learning!,AI For Beginners,2024-09-03T03:34:12Z,https://www.youtube.com/watch?v=FXokoJUhsLQ
Machine Learning Model Evaluation Metrics,"Anaconda, Inc.",2019-05-08T16:47:44Z,https://www.youtube.com/watch?v=wpQiEHYkBys
What is interpretability?,Anthropic,2024-06-03T18:22:57Z,https://www.youtube.com/watch?v=TxhhMTOTMDg
AI Simplified: Model Interpretability,DataRobot,2019-11-07T13:44:54Z,https://www.youtube.com/watch?v=McbPhUEl6Lg
Reliable Interpretability - Explaining AI Model Predictions | Sara Hooker @PyBay2018,SF Python,2018-10-03T15:11:23Z,https://www.youtube.com/watch?v=cHKp05g819A
25. Interpretability,MIT OpenCourseWare,2020-10-22T19:37:16Z,https://www.youtube.com/watch?v=wDLzLN1tArA
The problem of model “interpretability” defined 🗃️& Golden Gate Claude 🌉 #machinelearning,Harper Carroll AI,2025-02-17T17:12:19Z,https://www.youtube.com/watch?v=_UmyYlYM-y8
Explainable AI explained! | #3 LIME,DeepFindr,2021-02-25T17:44:16Z,https://www.youtube.com/watch?v=d6j6bofhj2M
Bridging machine learning and model interpretability,QuantMinds TV,2024-11-27T12:09:41Z,https://www.youtube.com/watch?v=mGPR2s1-N4k
Stanford Seminar - ML Explainability Part 1 I Overview and Motivation for Explainability,Stanford Online,2022-11-02T23:51:00Z,https://www.youtube.com/watch?v=_DYQdP_F-LA
Model Interpretability in MATLAB,MATLAB,2020-09-22T17:59:59Z,https://www.youtube.com/watch?v=wliwqhpOrIc
SHAP values for beginners | What they mean and their applications,A Data Odyssey,2023-03-12T10:49:16Z,https://www.youtube.com/watch?v=MQ6fFDwjuco
What is Model Explainability? And Why is it So Important?,Featurespace,2021-12-06T13:37:18Z,https://www.youtube.com/watch?v=33Gr52NjF9I
Machine Learning Community Standup - Model Explainability,dotnet,2021-07-07T18:07:07Z,https://www.youtube.com/watch?v=oWsrWWCpseA
Model Explainability Forum,The TWIML AI Podcast with Sam Charrington,2020-08-12T07:40:00Z,https://www.youtube.com/watch?v=B2QBnVnbt7A
"Definitions of Fairness in Machine Learning | Equal Opportunity, Equalized Odds & Disparate Impact",A Data Odyssey,2023-07-30T23:00:14Z,https://www.youtube.com/watch?v=c2_ezuAnCrA
Machine Learning Crash Course: Fairness,Google for Developers,2024-09-12T16:11:20Z,https://www.youtube.com/watch?v=NIwexiIjASA
Fairness in Machine Learning,Microsoft Research,2017-09-27T20:59:53Z,https://www.youtube.com/watch?v=b_huJ7IR3tA
Fairness in Machine Learning,Bert Huang,2019-12-03T18:03:17Z,https://www.youtube.com/watch?v=hTHDY2Ir5x4
Michael Kearns: “Fairness” in Machine Learning,Carnegie Council for Ethics in International Affairs,2019-11-13T19:23:55Z,https://www.youtube.com/watch?v=UDgQLHRyuqI
Algorithmic Bias and Fairness: Crash Course AI #18,CrashCourse,2019-12-13T22:31:18Z,https://www.youtube.com/watch?v=gV0_raKR2UQ
Measuring Fairness in Machine Learning Systems,PyTorch,2020-07-06T15:54:03Z,https://www.youtube.com/watch?v=qg3goiT-i5E
23. Fairness,MIT OpenCourseWare,2020-10-22T19:37:16Z,https://www.youtube.com/watch?v=zYgkr0KfWM0
"Fairness Criteria, Exploring Fairness in Machine Learning",MIT OpenCourseWare,2020-10-01T19:26:20Z,https://www.youtube.com/watch?v=euwc0va-7Vo
3 types of bias in AI | Machine learning,Google,2017-08-25T16:41:47Z,https://www.youtube.com/watch?v=59bMh59JQDo
Western Bias in AI: Why Local Models Matter for Southeast Asia,Carnegie Explains,2025-04-02T19:15:38Z,https://www.youtube.com/watch?v=ePE60KSKmu4
"6 Types of Machine Learning Bias (AI Bias, Algorithmic Bias)",Eye on Tech,2024-11-18T14:12:27Z,https://www.youtube.com/watch?v=4qSZEP5lJi4
Preventing Bias in AI/ML Models | HR Recruiting Use Case,DataRobot,2021-01-26T21:00:13Z,https://www.youtube.com/watch?v=VvjK3YCmbQg
Mastering Bias and Variance in Machine Learning Models | ML Optimization,IBM Technology,2024-04-19T11:00:49Z,https://www.youtube.com/watch?v=tUs0fFo7ki8
Identifying and Mitigating Bias in AI Models for Recruiting,John Snow Labs,2024-10-01T14:36:48Z,https://www.youtube.com/watch?v=QUjTItDvYCY
AI: Training Data & Bias,Code.org,2019-12-02T19:34:52Z,https://www.youtube.com/watch?v=x2mRoFNm22g
How Can We Identify Bias in AI Models?,John Haggerty,2025-02-04T22:01:25Z,https://www.youtube.com/watch?v=4Xllunnzgxw
"ROC and AUC, Clearly Explained!",StatQuest with Josh Starmer,2019-07-11T21:15:02Z,https://www.youtube.com/watch?v=4jRBRDbJemM
ROC Curve and AUC Value,DATAtab,2023-03-28T17:34:12Z,https://www.youtube.com/watch?v=QBVzZBsif20
"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",Krish Naik,2020-03-06T12:53:31Z,https://www.youtube.com/watch?v=A_ZKMsZ3f3o
#1. How to plot ROC Curve | Area Under Curve False Positive Rate vs True Positive Rate Mahesh Huddar,Mahesh Huddar,2023-01-24T17:32:46Z,https://www.youtube.com/watch?v=0awZbJTwgMM
Biostatistics - All You Need To Know About The ROC Curve,ATP,2021-04-02T13:15:03Z,https://www.youtube.com/watch?v=muTQ8lsTqbA
ROC Curves and Area Under the Curve (AUC) Explained,Data School,2014-11-20T03:20:44Z,https://www.youtube.com/watch?v=OAl6eAyP-yo
ROC CURVE,R studio Finance,2018-07-20T05:16:24Z,https://www.youtube.com/watch?v=MUCo7NvB9SI
How to interpret ROC curves,Terry Shaneyfelt,2019-01-04T04:59:28Z,https://www.youtube.com/watch?v=egTNM8NSa2k
Classification Model Evaluation: AUC and ROC,Joseph Nelson,2016-05-05T02:04:34Z,https://www.youtube.com/watch?v=O--UtzxDUvM
Why ROC Curves and AUC for Model Assessment?,Dimitri Bianco,2024-11-03T12:00:28Z,https://www.youtube.com/watch?v=HRM_TBnhOBw
Never Forget Again! // Precision vs Recall with a Clear Example of Precision and Recall,Kimberly Fessel,2021-03-01T14:00:32Z,https://www.youtube.com/watch?v=qWfzIYCvBqo
How I mastered the PRECISION vs RECALL tradeoff,Tomi in AI,2022-08-31T17:30:03Z,https://www.youtube.com/watch?v=oKVCo3BmCgI
Precision vs Recall Trade-off,Darin Brezeale,2020-07-16T23:45:36Z,https://www.youtube.com/watch?v=n9lQudF9J5g
Precision-Recall tradeoff,Techopedia,2021-02-10T09:48:28Z,https://www.youtube.com/watch?v=_7Jm2e4U1h8
Precision-Recall trade-off easily explained | Confusion Matrix Metrics Part 2 | Machine Learning,Rachit Toshniwal,2020-08-29T10:38:48Z,https://www.youtube.com/watch?v=43fiiyftl6c
precision/recall tradeoff,رياض هيثم,2019-10-14T19:04:22Z,https://www.youtube.com/watch?v=o2bgiUs08AQ
"Precision, Recall, & F1 Score Intuitively Explained",Scarlett's Log,2020-12-28T11:46:10Z,https://www.youtube.com/watch?v=8d3JbbSj-I8
what is precision recall tradeoff?,Sci-ai School,2023-05-03T12:59:41Z,https://www.youtube.com/watch?v=mrk5tswiO80
MFML 044 - Precision vs recall,Cassie Kozyrkov,2021-10-05T12:47:04Z,https://www.youtube.com/watch?v=BYQQlCVt4aE
Lecture 0611 Trading off precision and recall,Blitz Kim,2017-02-27T00:01:50Z,https://www.youtube.com/watch?v=f7dMmGWJUfg
SHAP Values: An Overview,RichardOnData,2024-05-29T18:00:17Z,https://www.youtube.com/watch?v=Vfnv1_bBqNg
Shapley Values : Data Science Concepts,ritvikmath,2021-08-02T14:30:04Z,https://www.youtube.com/watch?v=NBg7YirBTN8
Explainable AI explained! | #4 SHAP,DeepFindr,2021-03-09T16:17:47Z,https://www.youtube.com/watch?v=9haIOplEIGM
The mathematics behind Shapley Values,A Data Odyssey,2023-03-27T09:55:43Z,https://www.youtube.com/watch?v=UJeu29wq7d0
Shapley Additive Explanations (SHAP),KIE,2021-06-07T22:39:03Z,https://www.youtube.com/watch?v=VB9uV-x0gtg
SHAP with Python (Code and Explanations),A Data Odyssey,2023-03-20T11:25:31Z,https://www.youtube.com/watch?v=L8_sVRhBDLU
4 Significant Limitations of SHAP,A Data Odyssey,2023-04-10T08:30:48Z,https://www.youtube.com/watch?v=zIbQgYxRBUc
How SHAP value is calculated? It is not hard! (simple example),Data Science Garage,2022-04-25T12:34:42Z,https://www.youtube.com/watch?v=u7Om2joZWYs
Shapley Values for Machine Learning,A Data Odyssey,2023-04-03T16:04:34Z,https://www.youtube.com/watch?v=b9qqbFudVhI
Understanding LIME | Explainable AI,aleixnieto,2022-10-11T19:30:56Z,https://www.youtube.com/watch?v=CYl172IwqKs
An introduction to LIME for local interpretations | Intuition and Algorithm |,A Data Odyssey,2024-06-10T08:00:32Z,https://www.youtube.com/watch?v=dQ_jvRkzN1Q
Machine Learning Model Explainability with LIME in Python,NeuralNine,2024-02-18T13:00:32Z,https://www.youtube.com/watch?v=ZMB6TwQ6Vuo
Explain This – Beyond Lime and SHAP: the Fastest Approach to AI Explainability,Modzy,2021-03-01T18:32:10Z,https://www.youtube.com/watch?v=L93_qFoY5pw
Interpretable Machine Learning with LIME - How LIME works? 10 Min. Tutorial with Python Code,Cristian Arteaga,2019-09-19T01:04:04Z,https://www.youtube.com/watch?v=vz_fkVkoGFM
Interpretable Machine Learning for Image Classification with LIME - 5 Min. Tutorial with Python Code,Cristian Arteaga,2019-09-20T18:11:52Z,https://www.youtube.com/watch?v=ENa-w65P1xM
"Explainable AI, Session 4: Intro to LIME",LLMs Explained - Aggregate Intellect - AI.SCIENCE,2021-09-01T13:45:00Z,https://www.youtube.com/watch?v=ImjdV73IBsY
Interpretable Machine Learning - Local Interpretable Model-agnostic Explanations (LIME) - Examples,Statistical Learning and Data Science,2023-05-15T10:13:42Z,https://www.youtube.com/watch?v=iqz_XIUYNlI
Why Are There So Many Foundation Models?,IBM Technology,2023-10-04T11:00:17Z,https://www.youtube.com/watch?v=QPQy7jUpmyA
Machine Learning vs.  Deep Learning  vs.  Foundation Models,IBM Technology,2023-09-18T11:00:16Z,https://www.youtube.com/watch?v=Beh13Cd_QbY
Foundation Models: An Explainer for Non-Experts,Stanford HAI,2023-05-10T21:14:43Z,https://www.youtube.com/watch?v=kK3NmQT241w
How to Pick the Right AI Foundation Model,IBM Technology,2024-02-09T12:00:47Z,https://www.youtube.com/watch?v=pePAAGfh-IU
Why foundation models are a paradigm shift for AI,IBM Technology,2023-11-09T16:00:07Z,https://www.youtube.com/watch?v=1JzMSbcInxc
What Are AI Foundation Models? An Easy Explanation In 1 Minute,Bernard Marr,2024-01-22T12:05:33Z,https://www.youtube.com/watch?v=Zdr37rlkZA8
Foundation Models Explained | Generative AI,ByteMonk,2024-05-09T01:15:02Z,https://www.youtube.com/watch?v=zg7nJrDQZ5s
What are foundation models?,Google Cloud Tech,2023-10-07T16:00:48Z,https://www.youtube.com/watch?v=xcmsiqcaP_I
AI's Profound Impact on Shaping the Future of Tech & Pharma,SXSW,2025-04-04T11:01:32Z,https://www.youtube.com/watch?v=zvWU4HxcBHU
Large Language Models explained briefly,3Blue1Brown,2024-11-20T15:07:15Z,https://www.youtube.com/watch?v=LPZh9BOjkQs
Introduction to large language models,Google Cloud Tech,2023-05-08T23:14:24Z,https://www.youtube.com/watch?v=zizonToFXDs
What are Large Language Models (LLMs)?,Google for Developers,2023-05-05T23:00:18Z,https://www.youtube.com/watch?v=iR2O2GPbB0E
[1hr Talk] Intro to Large Language Models,Andrej Karpathy,2023-11-23T02:27:48Z,https://www.youtube.com/watch?v=zjkBMFhNj_g
Large Language Models (LLMs) - Everything You NEED To Know,Matthew Berman,2024-03-07T18:13:15Z,https://www.youtube.com/watch?v=osKyvYJ3PRM
Introduction to Large Language Models,Google Cloud,2024-04-08T14:38:34Z,https://www.youtube.com/watch?v=RBzXsQHjptQ
Why Large Language Models Hallucinate,IBM Technology,2023-04-20T11:00:33Z,https://www.youtube.com/watch?v=cfqtFvWOfg0
AI From the Trenches and the Pivot to Small Language Models (SLM) with Julien Simon of Arcee.ai,The AI Space Podcast ,2025-04-04T12:00:06Z,https://www.youtube.com/watch?v=Eog_ErwKB5k
Large Language Models from scratch,Graphics in 5 Minutes,2022-07-17T00:47:59Z,https://www.youtube.com/watch?v=lnA9DMvHtfI
Can AI help Climate Change?,IBM Technology,2021-11-02T16:41:44Z,https://www.youtube.com/watch?v=92yV9afmc38
Could AI accelerate climate change?,Global News,2024-05-09T21:07:35Z,https://www.youtube.com/watch?v=S57P4l8KCPE
Can AI Help Solve the Climate Crisis? | Sims Witherspoon | TED,TED,2023-09-21T11:00:21Z,https://www.youtube.com/watch?v=RNhbqQefPSg
How AI and data centers impact climate change,CBS Mornings,2024-07-19T14:02:30Z,https://www.youtube.com/watch?v=SkWzwoDIGmE
Can AI solve climate change? ft. Sen. Brian Schatz,The Prof G Pod – Scott Galloway,2025-04-05T19:00:41Z,https://www.youtube.com/watch?v=y2WzSDoStbE
Introduction to Climate Change and AI,Climate Change AI,2023-06-23T20:49:26Z,https://www.youtube.com/watch?v=WBfdMX5pXt0
Four ways AI can help tackle climate change | BBC Ideas,BBC Ideas,2021-04-22T15:15:01Z,https://www.youtube.com/watch?v=mvUPj2WbuKc
The Climate of AI | AI IRL,Bloomberg Originals,2023-12-13T15:00:25Z,https://www.youtube.com/watch?v=Z-ZMcZq0DSU
How AI causes serious environmental problems (but might also provide solutions) | DW Business,DW News,2024-04-29T15:00:07Z,https://www.youtube.com/watch?v=9aBNIekp4qY
AI TO SOLVE CLIMATE CHANGE | ARTIFICIAL INTELLIGENCE (AI) FOR CLIMATE CHANGE | AI AND CLIMATE CHANGE,Campus Catalogue,2024-04-17T16:00:26Z,https://www.youtube.com/watch?v=bjkNCffvukk
What is Human in the Loop in Machine Learning?,Levity,2021-12-24T21:36:06Z,https://www.youtube.com/watch?v=e6Fk7pzIGBQ
What is Human-in-the-Loop?,Google Cloud Tech,2022-12-06T00:00:15Z,https://www.youtube.com/watch?v=qeuRQAityB8
Human in the Loop in Machine Learning Explained | Acodis,"Acodis – Document Intelligence Solution, IDP",2023-03-08T13:39:00Z,https://www.youtube.com/watch?v=NuIW_uCyxEk
Human in the Loop | What is Human-in-the-Loop Machine Learning?,Appen Korea,2022-08-04T11:55:22Z,https://www.youtube.com/watch?v=QfTH1Ct0zPk
Human-in-the-Loop for Machine Learning,Amazon Web Services,2018-11-30T20:56:27Z,https://www.youtube.com/watch?v=5Z6GMmuxVg8
AI and Keeping Humans in the Loop,Centre for International Governance Innovation,2020-11-23T13:54:31Z,https://www.youtube.com/watch?v=ngWxxfepIwI
Manning Introduces - Human-in-the-Loop Machine Learning,Manning Publications,2019-11-26T20:30:01Z,https://www.youtube.com/watch?v=TkPkx7EYcR0
Human in the Loop Simulation,Federal Aviation Administration,2020-08-25T17:11:05Z,https://www.youtube.com/watch?v=eTOJxy32GQM
Stanford Seminar - Human in the Loop Reinforcement Learning,Stanford Online,2018-03-07T21:53:16Z,https://www.youtube.com/watch?v=nj5t1Q_ANlw
Stanford Seminar - Human-in-the-loop Computational Design,Stanford Online,2018-12-07T23:37:13Z,https://www.youtube.com/watch?v=TsenczivhLQ
